ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM
A1051,"Coastal Carolina Quality Care, Inc.",NC,Renewal,3,41000,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,1,0,0,11063,0.0892,0.01,10487442,10487442,,7708270,1,1,1,0,0,0,1,0,1,10884,10393,117623817,107136375,0,0,0.75,0.75,0,Low Revenue,70892,10225,12916,8999,76104,9058,13020,8880,73867,10263,14943,9371,60839,9587,17804,9582,9913,1.009,1.162,1.132,1.083,1.023,1.033,1.048,1.037,1.041,1.146,1.161,1.181,1.149,1.134,1.262,1.259,22,805,435,10004,10807,19,598,316,9874,645,5408,3665,1345,6201,4862,9565,1187,35,12,8,256,2400,2173,24,197,9,279,383,2352,4018,67,312,245,211,198,1,11,1,442,157,848,248,11912,5136,4129,2621,26,29,31,12978,0,0,0,0,0,0,39,69,30,36,0,0.0466,0.0658,0.0178,0.0122,84.84,93.82,92.36,77.27,69.25,63.5,69.16,26.34,93.62,87.38,0.1388,26.1,97.46,93.7,94.12,89.58,-,90.83,93.47,91.23,31.58,5.32,-,88.84,-
A2952,"Alliance ACO, LLC",TX,Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,1,0,6154,0.0649,0.0357,5422667,5422667,,2125686,1,1,0,0,1,0,0.6922,0,0,14035,13526,83530363,78107696,0,0,0.4,0.4,0,High Revenue,99191,12095,21724,11236,81671,13393,23854,11705,78884,15113,21783,12541,103715,14507,22516,12098,13124,1.076,1.11,1.106,1.045,1.036,1.062,1.034,1.031,0.966,1.122,1.037,1.03,0.985,1.033,0.996,1.12,59,539,433,6184,5951,38,245,198,5471,426,2967,1954,807,3451,2703,5630,227,20,131,6,140,3608,2625,269,740,32,227,791,2237,5484,149,837,267,289,245,10,31,3,581,174,782,277,13627,6705,4827,1545,550,49,36,16806,0,0,2,0,0,0,26,47,14,12,0,0.0458,0.0944,0.025,0.0156,83.76,92.67,91.46,79.51,61.22,60.32,71.2,28.29,90.86,85.44,0.1574,32.13,-,-,-,-,47.16,-,-,-,-,-,24.23,-,73.5
A4737,GA MSSP Enhanced,"GA, SC",Re-entering,1,43831,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,14373,0.0659,0.02,8494881,8494881,,4162492,1,1,1,0,0,0,0.9899,0,1,9196,9598,128871983,120377102,,,0.5,0.5,1,Low Revenue,72445,7809,11974,7827,80564,8395,13755,8074,75677,8741,12376,8294,68071,7194,11896,8151,8590,0.952,0.87,0.889,0.925,0.961,0.903,0.895,0.936,0.942,0.921,0.844,0.954,0.993,0.955,0.951,1.066,165,1237,368,12937,14014,101,970,274,12669,1441,7628,4098,1206,8306,6067,11811,1976,159,46,10,371,2112,1695,46,372,25,216,205,1783,3788,74,348,222,207,184,2,19,3,395,147,513,220,10816,5269,4258,1257,32,19,24,11121,0,0,0,0,0,0,62,1,6,12,0,0.0452,0.0713,0.014,0.0017,85.29,95.44,93.8,77.72,65.95,62.44,71.79,23.67,91.9,87.61,0.1554,28.8,88.24,86.38,83.33,86.67,-,80.62,80.94,84.07,10.71,7.23,-,72.82,-
A4765,"LTC Providers ACO, Inc.",TX,Re-entering,3,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,4181,-0.0075,0.0435,-338430,0,,0,1,1,1,0,0,0,0.9505,0,1,11108,11136,45407541,45745971,,,0.4,0.4,0,Low Revenue,82078,8471,18112,8958,84723,11193,17530,9843,82431,11932,16839,10186,103131,10073,15675,10354,11191,1.039,0.876,0.892,0.978,0.94,0.879,0.968,0.97,1.083,0.952,0.895,0.979,1.021,0.951,0.829,0.965,25,240,130,4074,4088,32,207,96,3754,228,2083,1398,472,2326,1855,3745,131,65,93,4,143,3157,2200,125,826,36,521,482,1964,4132,120,896,235,263,214,4,41,2,527,166,706,315,9509,3412,4201,1859,37,38,28,13513,0,0,0,0,0,0,26,4,28,0,2,0.0449,0.0555,0.0134,0.0088,85.34,94.29,92.79,76.23,60,59.51,70.59,24.8,93.04,85.38,0.1351,31.01,91.58,77.4,100,55.67,-,83.39,80.95,57.84,28.57,44.26,-,48.25,-
A2542,Baylor Scott & White Quality Alliance,TX,Renewal,3,42005,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,125258,0.0894,0.005,124593794,124593794,,61050959,1,1,1,0,0,0,0.9948,0,1,11415,11018,1394162089,1269568295,,,0.5,0.5,1,High Revenue,76973,11222,15253,9326,81432,11022,15698,9454,86385,11398,15588,9820,79812,10774,16332,9786,10395,0.979,1.017,0.942,0.951,1.015,1.002,0.936,0.959,1.01,1.008,0.934,0.964,0.981,1.016,0.988,0.994,802,10370,4033,107002,122135,690,7651,2817,110976,11707,64953,36690,11908,71334,53924,108913,8392,1613,2072,182,4086,2801,2119,58,541,28,201,358,2590,3681,95,642,281,243,202,2,26,3,564,165,764,268,9974,3349,4647,1670,308,28,25,13010,3,0,12,0,23,11,1585,1880,819,582,14,0.0443,0.0771,0.0177,0.0039,82.62,95.86,93.31,76.92,66.65,64.1,74.33,21,93.09,90.26,0.1493,31.45,99.43,80.56,91.67,94.34,-,81.96,83.28,85.2,11.22,6.3,-,73.87,-
A3509,"OneHealth Nebraska ACO, LLC",NE,Renewal,2,42736,43831,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,9935,0.0602,0.01,6029135,6029135,,2954276,1,1,1,0,0,0,1,0,1,10267,9843,100120170,94091036,,,0.5,0.5,1,Low Revenue,93734,9487,15102,8126,104470,8087,16842,8700,111374,9394,17369,9183,85370,8591,16010,9252,9649,0.994,0.896,1.057,0.858,1.11,0.907,1.047,0.864,1.166,1,1.141,0.909,1.051,1.017,1.138,0.937,11,454,277,9011,9751,33,342,232,9144,559,5469,2805,1102,5644,4291,9402,69,71,34,11,348,2204,1996,93,115,15,141,575,2144,3941,55,298,333,183,173,3,6,2,384,124,664,225,9332,4665,3014,1643,10,45,24,12651,0,0,0,0,0,0,41,0,15,13,0,0.0438,0.0455,0.0089,0.0106,90.71,95.27,93.88,83.88,60.62,64.28,73.52,31.31,93.65,87.85,0.1435,25.98,93.63,90.13,67.74,90.56,-,85.18,84.21,76.49,23.21,6.62,-,82.22,-
A3730,"Heritage Valley Healthcare Network ACO, LLC","PA, OH, WV",Initial,1,43101,43101,0,0,0,1,0,0,0,0,0,0,Two-Sided,Prospective,0,0,0,8540,0.0865,0.02,7483550,7483550,,3666939,1,1,1,0,0,0,0.823,0,,10378,10359,86545082,79061532,,,0.5,0.5,0,High Revenue,83606,8235,18289,9401,86646,8780,19669,9476,86928,9910,18517,9596,82547,9659,19637,9124,9480,1.087,0.947,1.121,1.07,1.038,0.942,1.138,1.061,1.075,0.974,1.06,1.027,1.118,0.937,1.057,0.98,50,956,294,6747,8339,11,585,176,7567,621,5010,1935,974,4800,3740,8085,210,20,8,0,217,2978,2203,96,643,70,336,383,2129,2984,107,493,327,290,242,6,37,5,575,183,720,189,8163,2813,3679,1634,38,38,23,10702,0,0,0,0,3,3,100,279,101,143,0,0.0436,0.0725,0.0194,0.011,86.74,93.4,91.85,75.41,63.12,65.48,72.8,26.01,92.39,85.3,0.1517,39.2,88.12,82.67,92,78.88,-,78.71,75.7,88.33,6.94,11.46,-,75.49,-
A4671,PA MSSP IMG + PMSI,PA,Re-entering,2,43647,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,9206,0.088,0.0308,8615319,8615319,,4221506,1,1,1,0,0,0,0.9134,0,1,10893,10701,97918997,89303678,,,0.5,0.5,1,Low Revenue,87628,10142,18761,9499,87897,10828,16038,8979,102841,11359,18381,9600,53412,10985,11724,9718,9935,1,1.026,1.098,1.011,1.08,0.994,1.07,1.012,1.013,1.08,1.075,1.029,0.864,1.019,1.043,1.063,27,927,545,8861,8989,18,603,196,8172,859,4669,2594,1084,5135,4071,8728,131,26,20,2,299,2805,2346,18,429,22,127,408,2084,3884,98,427,338,280,255,1,22,2,513,209,647,231,10913,4892,4146,1872,3,38,23,11153,0,0,0,0,0,0,58,39,24,31,0,0.0436,0.0738,0.0277,0.0016,88.45,95.96,95.25,80.71,65.25,63.19,74.14,23.68,93.15,87.72,0.1697,38.6,88.24,87.71,96.43,87.78,-,79.01,76.1,79.44,10.53,14.15,-,73.89,-
A3588,Cleveland Clinic Florida Integrated Health,FL,Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,36826,-0.0195,0.0233,-8381417,0,,0,1,1,1,0,0,0,0.8824,0,,11981,11103,430360932,438742349,,,0.5,0.5,0,High Revenue,71051,12152,15154,10217,85587,11500,15148,10007,79168,13402,15948,10288,84173,14262,18289,11372,12214,0.999,1.089,0.946,1.044,1.02,1.086,0.908,1.03,1.031,1.05,0.969,1.027,0.975,1.106,1.041,1.031,222,1846,1028,29661,35921,262,1539,968,33151,2589,17767,12289,4181,20345,16481,32593,1885,232,688,27,1401,2917,2368,16,539,20,204,247,2234,5537,84,689,369,275,243,1,28,3,625,207,909,365,12130,2859,7411,1847,13,23,23,11168,0,0,0,0,1,0,355,787,422,189,0,0.0436,0.0432,0.0138,0.001,79.75,93.2,91.72,76.08,61.86,61.01,72.39,20.42,91.14,84.84,0.1643,35.54,94.29,77.22,88.89,60.8,-,82,78.76,75.74,13.51,12.47,-,70.23,-
A4614,QCIPN,HI,Initial,1,43647,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,16580,0.0054,0.0264,910282,0,,0,1,1,1,0,0,0,0.9967,0,1,10384,9666,168342288,167432006,,,0.4,0.4,0,High Revenue,78811,7340,11205,7609,76651,8023,10025,7710,78581,7295,11778,8252,78166,10572,13289,9019,10328,1.002,0.983,0.857,0.972,0.984,1.03,0.913,0.976,0.954,0.989,0.927,0.982,0.949,1.079,0.957,1.027,241,605,426,11938,16211,268,524,438,14981,668,7093,5399,3420,9371,7209,4546,119,3973,40,12,7890,2798,2679,0,117,1,571,713,2662,3220,89,281,146,177,172,0,5,0,464,145,573,178,9607,3876,4556,927,248,35,28,19260,2,0,3,0,3,2,319,769,190,91,9,0.0426,0.0174,0.0043,0.0101,85,93.53,93.13,81.13,64.54,60.18,75.05,17.93,91.25,84.18,0.1218,27.05,78.66,83.38,82.35,68.19,-,67.67,79.9,75,3.64,12.5,-,68.49,-
A2057,"Privia Quality Network, LLC","VA, MD, DC",Renewal,3,41640,43831,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,64175,0.0923,0.02,56655800,56655800,,41642013,1,1,1,0,0,0,0.9673,0,1,9787,9430,613923368,557267568,,,0.75,0.75,0,Low Revenue,83834,8944,13186,8417,83247,9192,13823,8700,77550,8450,13706,8385,75401,8851,13940,8465,8884,0.993,0.907,0.92,0.896,1.01,0.932,0.949,0.915,0.992,0.927,0.982,0.921,1,0.949,1.012,0.976,274,4474,2671,71730,62727,245,2782,1609,58090,4577,32773,19908,6917,36899,27276,53680,5976,1053,504,15,2947,2078,1872,22,174,19,220,420,1949,3732,80,364,220,185,174,1,8,2,442,141,587,231,10112,4143,4435,1523,11,34,25,12195,0,0,0,0,0,0,750,470,521,275,0,0.0426,0.0464,0.0114,0.007,85.18,93.24,92.52,76.47,62.73,54.77,74.41,21.93,92.38,84.89,0.1461,30.28,93.85,82.43,73.33,70.97,-,71.86,78.97,85.43,21.43,8.06,-,82.01,-
A1131,"Florida Medical Clinic ACO, LLC",FL,Renewal,3,41091,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,14869,0.0089,0.02,1457612,0,,0,1,1,1,0,0,0,0.9793,0,1,11253,10959,163374953,161917341,,,0.5,0.5,1,High Revenue,65145,9888,15326,9723,72937,10229,15690,9711,74272,10624,16873,10107,75545,9832,17041,10588,11153,1.002,1.011,1.118,1.076,1.011,0.993,1.127,1.081,0.996,1.02,1.096,1.074,1.023,1.092,1.222,1.177,94,1273,399,13913,14518,104,875,323,13216,1265,7479,4526,1599,8568,6301,13281,667,155,257,9,500,2543,2282,85,181,21,192,440,1918,5250,76,545,392,254,241,3,9,2,534,203,742,310,13229,3567,6385,3260,18,38,24,11663,0,0,0,0,0,1,93,179,182,70,0,0.0426,0.0627,0.0183,0.0019,84.42,93.23,91.18,80.62,62.86,61.8,70.59,24.25,91.76,86.91,0.14,30.99,95.35,85.44,91.67,72.93,-,75.26,74.82,89.08,19.44,8.77,-,70.6,-
A3623,"St. Luke's ACO, LLC","MO, IL",Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,13286,-0.0285,0.028,-3661804,0,,0,1,1,1,0,0,0,0.9637,0,,9875,9304,128284344,131946148,,,0.5,0.5,0,Low Revenue,60969,10075,16625,8863,77039,9850,16082,8524,80440,9282,14792,8624,80567,9389,17544,9697,10157,1.031,0.954,1.08,1.009,1.02,0.951,1.126,1.009,1.034,0.958,1.043,1.016,0.983,0.964,1.03,0.973,73,704,245,12254,12991,60,753,250,11928,1091,6216,4311,1668,7684,5602,12164,575,80,16,3,448,2693,2219,20,452,27,234,456,2888,3432,86,348,272,261,234,1,22,3,706,197,678,246,9765,3162,5385,1202,17,41,24,11607,0,0,0,0,0,0,114,169,97,8,0,0.0413,0.0584,0.0153,0.0129,85.41,94.59,93.77,80.62,71.03,67.06,73.05,27.43,91.17,87.86,0.1565,35.14,94.67,90.34,100,90,-,83.5,80.12,82.07,2.7,6.98,-,76.88,-
A2308,Bayview Physicians Group,"VA, NC",Renewal,3,41640,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,20212,0.0134,0.01,2374201,2374201,,1163359,1,1,1,0,0,0,0.8359,0,1,8975,9426,176580611,174206409,,,0.5,0.5,1,Low Revenue,68557,9094,13703,8219,84038,9069,13829,8414,75084,9463,13059,8662,80352,8866,14624,8188,8854,1.023,0.972,1.044,0.956,1.026,0.966,1.035,0.962,0.986,0.944,1.052,0.951,0.946,0.885,1.054,0.918,140,2001,484,18391,19675,138,1465,336,17736,2182,10663,5560,1807,11923,8289,14914,4030,430,61,10,767,2083,2001,25,51,18,98,336,1997,3770,76,377,286,211,205,1,3,3,566,178,646,223,9515,3435,4414,1662,3,35,19,9473,0,0,0,0,0,0,168,194,56,56,0,0.0412,0.0473,0.0137,0.0007,81.03,93.71,90.82,77.34,61.67,59.67,71.37,22.37,88.24,83.05,0.1635,35.33,70.05,70.61,81.82,17.19,-,70.98,71.71,84.65,0,9.18,-,73.84,-
A4868,"Sentara Accountable Care Organization, LLC",VA,Initial,1,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,60600,0.0497,0.02,30973689,30973689,,12141686,1,1,1,0,0,0,0.9702,0,1,10507,10517,623270283,592296595,,,0.4,0.4,0,Low Revenue,78808,10124,15528,8939,83643,10065,15754,9272,87849,10409,16748,9622,77088,10131,16183,9347,9985,1.024,1.108,1.11,1.039,1.031,1.091,1.069,1.035,1.045,1.077,1.078,1.038,1.039,1.102,1.161,1.055,436,4363,1529,54458,59318,408,3206,1131,54573,3526,29905,19926,7243,33703,26897,48365,9171,662,157,20,2225,2317,2148,38,132,14,270,456,2622,3755,92,451,269,218,209,1,6,2,608,177,724,239,10101,3661,4599,1820,20,43,22,10897,0,0,0,0,0,0,488,680,302,209,1,0.0411,0.0467,0.0139,0.0046,84.3,93.5,92.24,72.4,63.34,57.96,74.09,25.22,91.61,86.62,0.1506,31.74,93.79,78.01,95.24,80.84,-,80.94,83.96,81.82,6.15,7.88,-,77.27,-
A1251,Coastal Medical Physicians Inc.,"RI, MA",Renewal,3,41091,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,1,0,0,9762,0.0388,0,3762051,3762051,,1843405,1,1,1,0,0,0,0.9642,0,1,10109,10020,96859400,93097348,0,0,0.5,0.5,1,Low Revenue,91414,9253,15294,8831,76467,9921,11800,9337,87068,8817,14815,9511,79715,8452,11757,9494,9716,1.03,0.928,0.963,1.029,1.007,0.926,0.995,0.996,1.001,0.889,1.06,0.992,0.953,0.874,0.918,0.976,43,639,207,9411,9581,31,461,198,8892,659,4823,3063,1217,5808,3954,8992,193,26,38,9,504,2270,2051,0,149,71,269,590,2085,3354,129,652,217,212,199,0,7,5,444,164,748,260,10238,3376,4630,2225,6,47,23,12159,0,0,0,0,0,0,90,10,42,28,0,0.0408,0.0552,0.0101,0.0042,85.24,93.64,92.94,74.23,68.85,58.3,74.2,19.6,92.3,83.56,0.1565,34.41,92.9,93.06,100,92.62,-,94.13,87.62,82.82,28.57,4.92,-,83.83,-
A3591,"ColigoCare, LLC","NJ, NY",Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,19218,-0.0539,0.0253,-12407773,0,,0,1,1,1,0,0,0,0.9951,0,,12305,11376,230284087,242691861,,,0.5,0.5,0,Low Revenue,84586,10743,14202,10155,93405,12499,14939,10391,86685,10962,16084,10742,99524,11860,22126,12319,12968,0.986,0.911,0.941,1.001,0.98,0.939,0.984,1.012,0.984,0.887,1.048,1.015,1.015,0.915,1.09,1.028,124,1159,639,19757,18714,84,763,530,17337,1294,8786,6108,3030,11220,7998,17316,426,326,183,11,956,2997,2813,17,119,66,231,935,3294,4944,68,622,199,212,203,1,5,3,456,170,818,287,12128,3670,7230,1226,2,53,25,17918,0,0,0,0,0,0,182,385,166,65,3,0.0407,0.0629,0.0134,0.0095,83.26,95.66,92.63,75.1,69.97,56.49,76,17.34,93.05,88.03,0.1412,34.63,97.58,92.31,90.91,84.62,-,81.05,81.05,90.39,14.71,6.45,-,80.41,-
A3696,Crestwood Regional Healthcare Alliance,"AL, TN",Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,14187,0.0844,0.0275,11327501,11327501,,5550476,1,1,1,0,0,0,0.9618,0,,9696,8961,134267569,122940067,,,0.5,0.5,0,High Revenue,66758,8702,15124,7936,84863,8879,14203,8110,76524,9147,15812,8377,79511,8969,11689,8688,8878,0.944,0.975,0.979,0.957,0.998,0.955,0.981,0.938,1.044,0.931,0.916,0.955,0.902,0.915,0.882,0.961,48,1322,439,11036,13847,21,940,295,12591,1351,7144,4297,1395,8071,6116,12255,1420,123,27,4,358,1818,1574,17,221,32,228,261,1643,4299,71,396,303,197,182,1,12,4,463,155,833,368,11412,4890,4862,1605,56,28,22,9229,0,0,1,0,1,0,130,70,121,21,0,0.0405,0.0646,0.0153,0.0011,86.81,92.98,92.18,81.84,59.32,64.58,72.36,21.94,92.51,84.76,0.1607,29.94,95.1,86.19,78.38,76.09,-,83.11,85.77,88.06,17.78,7.37,-,82.13,-
A4752,AL MSSP Jupiter,AL,Initial,1,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,6753,-0.0375,0.0345,-2348071,0,,0,1,1,1,0,0,0,0.9488,0,1,9479,9506,62649145,64997216,,,0.4,0.4,0,Low Revenue,73600,10090,14902,8409,84305,10179,13596,8728,102205,9829,13969,8978,65258,10628,11249,9578,9835,0.92,0.931,0.938,0.923,0.952,0.904,0.817,0.921,0.94,0.834,0.751,0.919,0.951,1.015,0.997,1.069,11,291,33,3536,6609,18,439,148,6003,598,3454,2027,674,3999,2754,6073,550,16,5,1,108,2090,1724,7,330,34,259,251,1703,4721,73,561,317,229,206,1,19,4,455,160,709,304,11409,4670,4670,2058,11,27,23,9052,0,0,0,0,0,0,35,8,27,0,0,0.0394,0.0859,0.0197,0.0006,90.68,94.5,94.2,81.49,61.56,65.71,70.41,32.18,92.65,89.01,0.1599,31.11,93.21,78.85,64,89.21,-,83.33,79.81,84.54,18.75,8.86,-,70.72,-
A4664,"HC Health, LLC",TX,Initial,1,43647,43647,0,0,0,0,1,0,0,0,0,0,One-Sided,Retrospective,0,0,0,8109,0.0712,0.0319,5263723,5263723,,2063380,1,1,1,0,0,0,1,0,1,9337,8845,73971135,68707411,,,0.4,0.4,0,High Revenue,78551,8754,13812,7868,90936,8673,13176,8142,76567,9174,13668,8319,59571,8869,15793,8403,8672,1.024,0.969,0.95,0.876,0.976,0.831,0.85,0.862,1.016,0.798,0.832,0.856,0.916,0.888,0.864,0.886,13,343,283,6719,7923,10,254,201,7457,507,4162,2615,825,4451,3658,7748,19,16,111,1,214,1924,1516,51,323,9,274,378,1845,3800,109,319,230,151,130,2,16,2,423,79,612,238,10158,4800,4356,975,26,28,28,12659,0,0,0,0,1,2,34,17,11,9,0,0.0392,0.0709,0.0107,0.0133,90.65,95.98,94.35,82.01,65.66,61.2,73.9,28.08,93.76,89.4,0.1454,23.04,92.49,85.2,83.33,71.94,-,76.68,73.8,86.35,9.43,11.88,-,81.6,-
A2645,"Mission Health Care Network, LLC","TN, GA",Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,23946,0.0278,0.0246,6419042,6419042,,3145331,1,1,1,0,0,0,0.9855,0,1,9833,9446,230507319,224088276,,,0.5,0.5,0,High Revenue,72927,8099,13284,8342,74078,8667,13023,8498,72914,8740,13712,8724,74968,9184,14078,9044,9559,0.982,0.961,0.98,0.98,0.969,0.957,0.929,0.981,0.976,0.95,0.967,0.993,0.941,0.939,0.919,0.969,173,2498,767,21983,23442,142,1407,499,21394,1982,11811,7618,2535,13468,10478,22307,1040,95,23,9,472,2282,1898,16,360,15,203,322,1945,4162,68,424,301,215,194,1,19,2,496,146,748,250,10393,3895,4273,2209,15,26,27,12054,0,0,0,0,1,0,164,294,228,53,0,0.0392,0.0751,0.015,0.0013,88.03,95.31,93.85,82.14,58.12,62.42,68.84,36.04,92.11,87.97,0.1354,28.01,93.66,84.59,84.62,75.61,-,77.97,80,90.09,18.03,10,-,79.41,-
A2820,"Accountable Care Coalition of Northeast Georgia, LLC","GA, SC",Renewal,2,42370,43647,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,7394,-0.0108,0,-721855,-721855,-61711,0,1,1,1,0,0,0,0.9358,0,1,9199,9265,66581188,67303043,,,0.5,0.5,1,Low Revenue,69984,8952,12402,8446,80168,8161,10662,8163,80032,8714,14481,8324,99375,7118,12570,8704,9299,0.952,0.932,0.981,0.964,1.006,0.941,0.881,0.972,0.99,0.967,0.945,0.927,1.071,0.868,0.991,0.974,74,557,202,6726,7238,50,437,127,6624,648,3799,2152,795,4222,3172,6076,1040,60,18,0,200,2441,1847,77,515,13,138,200,2179,3722,82,446,241,248,214,2,30,2,442,174,557,244,10660,3262,5256,2110,32,17,24,11215,0,0,0,0,0,0,27,1,28,15,0,0.0392,0.0678,0.0185,0.0005,84.36,90.89,89.91,75.43,66.49,60.06,71,25.44,91.18,83.6,0.1617,31.61,99.19,80.48,97.22,89.15,-,84.98,80.03,82.74,27.4,7.26,-,75.38,-
